rep_id,first_name,last_name,rep_name,site,queue_name,department,job_role,can_transfer_departments,tenure_months,primary_skill_tag,secondary_skill_tag,primary_skill_label,secondary_skill_label,strengths,weaknesses,strain_tier,pressure_index_baseline,qa_score,fcr_30d,repeat_contact_rate,aht_secs,csat_proxy,transfer_rate,escalation_rate,compliance_risk,productivity_index,burnout_index,resilience_index,volatility_index,policy_accuracy,discovery_skill,conflict_tolerance,technical_skill,credit_discipline,ownership_bias,emotional_regulation,aht_pressure_bias,strain_score,weakness_tags,strength_tags
REP00011,Carmen,Cook,Carmen Cook,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.6515,0.6335,0.3172,559.83,0.6326,0.0697,0.0989,0.2802,0.6333,0.4977,0.8355,0.6761,0.5240990013026486,0.21315129562552249,0.5516893595562279,0.43334969722532035,0.5405117270788913,0.43856154769699374,0.26418196766237323,0.5668466890783126,0.5897132006403205,discovery_gap|reactive_under_stress,balanced
REP00012,Andre,Turner,Andre Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,fraud_unwanted_calls,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls|network_service|generalist,none_flagged,low,0.1359,0.6685,0.7663,0.2706,522.89,0.6628,0.0353,0.0681,0.3836,0.7002,0.358,0.9701,0.4307,0.5610073816760746,0.34299247701309554,0.7070095814422592,0.6382683636827438,0.2649253731343283,0.6605149277557845,0.6004384762948753,0.48403885984819717,0.26661166858867547,discovery_gap|credit_leak_risk,balanced
REP00013,Amelia,Collins,Amelia Collins,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,0.7042,0.687,0.2843,530.45,0.6511,0.01,0.0449,0.1929,0.6229,0.3436,0.8532,0.5732,0.6385149804602692,0.30482028420172746,0.8240040342914776,0.5656770353017437,0.7731876332622601,0.49007978029509613,0.40517950123321456,0.47561330277468766,0.40461020041545487,discovery_gap,deescalation_strong
REP00014,Ashley,Rogers,Ashley Rogers,NovaWireless,General Support,Call Center,Customer Service Representative,False,48,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,0.607,0.7087,0.2864,491.39,0.6806,0.1435,0.0965,0.3207,0.6037,0.3114,0.9114,0.5064,0.4274858879722101,0.2989690721649485,0.5637922339889057,0.4906314584483348,0.43256929637526653,0.6113223843293161,0.49671142778843524,0.41539534051143,0.3046651096510416,discovery_gap,balanced
REP00015,Quinn,Anderson,Quinn Anderson,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,network_service,general_support,tech_support,general_support,network_service|general_support|generalist,none_flagged,medium,0.1359,0.6721,0.7294,0.1828,546.39,0.6957,0.0474,0.1143,0.2367,0.6832,0.3704,0.9054,0.5472,0.5688232739904473,0.5876288659793815,0.4740292486132123,0.590365020876156,0.6564498933901919,0.6267070034145279,0.4408057001918334,0.5095098947059904,0.3755040485480118,none,balanced
REP00016,Chris,Brooks,Chris Brooks,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.757,0.6261,0.2421,555.41,0.6289,0.0196,0.0475,0.3028,0.6591,0.5421,0.8302,0.689,0.7531480677377334,0.42240178322652544,0.81089258698941,0.5374838906506696,0.480277185501066,0.4259626481778948,0.24650589202521245,0.617212238043112,0.6363179398982802,reactive_under_stress,policy_expert|deescalation_strong
REP00017,Landon,Turner,Landon Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,48,porting_transfer,billing_resolution,porting_support,billing_support,porting_transfer|billing_resolution|generalist,none_flagged,low,0.1359,0.6113,0.6387,0.2475,556.31,0.6111,0.0411,0.1288,0.2089,0.6846,0.265,1.0,0.2688,0.4368215371254883,0.407355809417665,0.40090771558245086,0.39701228499071395,0.7305437100213219,0.620043037196434,0.8222800767333516,0.6390309595559162,0.09883898953229578,none,balanced
REP00018,Dakota,Stewart,Dakota Stewart,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,network_service,billing_resolution,tech_support,billing_support,network_service|billing_resolution|generalist,none_flagged,low,0.1359,0.6915,0.7625,0.2835,511.34,0.6288,0.0226,0.1249,0.1783,0.721,0.3248,0.9437,0.4839,0.6109422492401215,0.30704931735859575,0.4205748865355522,0.6579002175714788,0.8121002132196162,0.573826679950821,0.5275417922718553,0.5216025153535091,0.2813555240126439,discovery_gap,balanced
REP00019,Katherine,Green,Katherine Green,NovaWireless,General Support,Call Center,Customer Service Representative,False,34,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support|fraud_unwanted_calls|generalist,none_flagged,high,0.1359,0.537,0.6217,0.2396,533.65,0.7044,0.1122,0.0898,0.4249,0.5398,0.5878,0.7994,0.6006,0.2755102040816327,0.4293675118417386,0.5975794251134644,0.29248691894618006,0.1548507462686567,0.5018424467860092,0.36763496848451627,0.43854367116405046,0.6623220512792796,policy_confusion|credit_leak_risk,balanced
REP00020,Jada,Chen,Jada Chen,NovaWireless,General Support,Call Center,Customer Service Representative,False,33,network_service,general_support,tech_support,general_support,network_service|general_support|generalist,none_flagged,high,0.1359,0.6594,0.6306,0.2693,532.97,0.7226,0.0892,0.1107,0.3747,0.6028,0.4777,0.7103,0.7093,0.5412505427702995,0.34661465589300644,0.49218356026222887,0.43785357804058367,0.2886460554371002,0.41361944136955725,0.21869005206906,0.5236610642773208,0.6845899448496822,discovery_gap|credit_leak_risk|reactive_under_stress,balanced
REP00021,Elizabeth,Khan,Elizabeth Khan,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,device_support,network_service,device_support,tech_support,device_support|network_service|generalist,none_flagged,medium,0.1359,0.6514,0.6686,0.2864,522.49,0.6101,0.025,0.1302,0.2408,0.6505,0.3884,0.875,0.4701,0.523881893182805,0.2989690721649485,0.3938477054967221,0.48252505217972036,0.6455223880597015,0.4554908666627859,0.546451082488353,0.5442129195123948,0.38266036281447136,discovery_gap,balanced
REP00022,Charlotte,Patel,Charlotte Patel,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,0.6275,0.6721,0.2525,580.03,0.6259,0.0585,0.1823,0.3325,0.6036,0.5375,0.9469,0.6022,0.4719930525401648,0.3934243521872388,0.1311144730206758,0.4614949817601134,0.40111940298507454,0.573542443306215,0.3654425870101399,0.46663045681241716,0.5054730050272545,escalation_prone,balanced
REP00023,Laura,Lopez,Laura Lopez,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,high,0.1359,0.6244,0.6482,0.2266,536.2,0.6675,0.0488,0.1352,0.4073,0.6291,0.5139,0.7191,0.8689,0.4652627008250107,0.465589300640847,0.36863338376197696,0.424571816573696,0.20175906183368864,0.3404046519556362,0.0,0.5396988273002286,0.773604088501254,credit_leak_risk|reactive_under_stress,balanced
REP00024,Julian,James,Julian James,NovaWireless,General Support,Call Center,Customer Service Representative,False,24,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.663,0.6431,0.3006,525.68,0.6522,0.1171,0.0506,0.3628,0.6309,0.4715,0.7875,0.5982,0.5490664350846722,0.2594037336305378,0.7952597075138679,0.459312773846745,0.32036247334754797,0.40608977612415387,0.37092354069608113,0.5496487052388201,0.5733247279837491,discovery_gap|credit_leak_risk,deescalation_strong
REP00025,Hailey,Gomez,Hailey Gomez,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,low,0.1359,0.6788,0.6959,0.2581,544.53,0.7539,0.0624,0.1028,0.3108,0.6746,0.4437,0.9757,0.2878,0.5833695180199738,0.37782112008916136,0.5320221886031266,0.5506007938316662,0.45895522388059695,0.8078425981650741,0.7962455467251301,0.5432221740410415,0.27520318199577937,none,accountability_driven
REP00026,Anthony,Baker,Anthony Baker,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,device_support,porting_transfer,device_support,porting_support,device_support|porting_transfer|generalist,none_flagged,medium,0.1359,0.635,0.6569,0.2652,529.16,0.6688,0.0489,0.0713,0.3483,0.6642,0.4769,0.8737,0.618,0.4882761615284411,0.35803845082195596,0.6908724155320222,0.4482942166810979,0.3590085287846482,0.5440199175721748,0.34379281995067146,0.5818680351398318,0.5185336333791296,reactive_under_stress,balanced
REP00027,Carlos,Martinez,Carlos Martinez,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.4839,0.703,0.2834,536.54,0.533,0.0359,0.2013,0.4115,0.5562,0.5605,0.8319,0.6173,0.1602257924446374,0.3073279465032043,0.03530005042864348,0.3489980408446158,0.1905650319829425,0.28077725612936877,0.3447519868457112,0.34980094152582814,0.6209113975490002,discovery_gap|policy_confusion|escalation_prone,balanced
REP00028,Gavin,Thomas,Gavin Thomas,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,medium,0.1359,0.7037,0.7114,0.2448,563.42,0.6967,0.0191,0.0968,0.3357,0.6595,0.5424,0.8682,0.4441,0.6374294398610507,0.41487879632209534,0.5622793746848209,0.5993943043169336,0.392590618336887,0.579730744109887,0.5820772814469718,0.498062281123353,0.506163609785433,none,balanced
REP00029,Caleb,Butler,Caleb Butler,NovaWireless,General Support,Call Center,Customer Service Representative,False,26,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5583,0.7959,0.173,550.9,0.5938,0.1104,0.1309,0.3075,0.7404,0.5103,0.8675,0.6727,0.32175423360833694,0.614934522151017,0.39031770045385783,0.5602031488176479,0.46775053304904046,0.4206561624990118,0.2688407782954234,0.5047644545065082,0.573820366874126,policy_confusion|reactive_under_stress,balanced
REP00030,Chloe,Walker,Chloe Walker,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,general_support,device_support,general_support,device_support,general_support|device_support|generalist,none_flagged,low,0.1359,0.6322,0.6364,0.294,562.58,0.6829,0.1161,0.1495,0.2402,0.5714,0.3579,1.0,0.3891,0.48219713417281795,0.2777932571747005,0.29652042360060527,0.41647065357896723,0.6471215351812367,0.7304027051952043,0.6574403946286653,0.46686528567973795,0.2260314799377602,discovery_gap|escalation_prone,balanced
REP00031,Logan,White,Logan White,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.6632,0.7762,0.2398,532.81,0.6348,0.0801,0.044,0.2583,0.715,0.3032,1.0,0.6088,0.5495006513243595,0.42881025355252156,0.8285426122037317,0.6464155882288745,0.5988805970149255,0.6564709498924071,0.3563990134283366,0.49306978546553326,0.270569835720453,none,deescalation_strong
REP00032,Brianna,Thomas,Brianna Thomas,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,fraud_unwanted_calls,general_support,fraud_unwanted_calls,general_support,fraud_unwanted_calls|general_support|generalist,none_flagged,medium,0.1359,0.615,0.6141,0.2834,520.12,0.7202,0.0555,0.082,0.2332,0.6191,0.4112,0.8959,0.5315,0.44485453755970467,0.3073279465032043,0.6369137670196672,0.3664879258986392,0.6657782515991472,0.6519754005812379,0.4623184434091533,0.5720843692214672,0.4106259748248977,discovery_gap,balanced
REP00033,John,Reed,John Reed,NovaWireless,General Support,Call Center,Customer Service Representative,False,31,fraud_unwanted_calls,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls|billing_resolution|generalist,none_flagged,medium,0.1359,0.6684,0.7157,0.2136,547.61,0.66,0.0839,0.0976,0.3081,0.6743,0.4391,0.8657,0.3931,0.5607902735562309,0.5018110894399554,0.5582450832072616,0.5671123510437712,0.4661513859275054,0.5200609733705944,0.6519594409427241,0.5149561665834301,0.40071162882600214,none,balanced
REP00034,Lucy,Singh,Lucy Singh,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,medium,0.1359,0.5735,0.7224,0.2425,562.62,0.614,0.0345,0.1317,0.3948,0.6673,0.4905,0.8222,0.3614,0.3547546678245766,0.42128726664809135,0.3862834089762984,0.47350201798979463,0.2350746268656717,0.39262774332460815,0.6953959989038092,0.49470270978676384,0.46473077242437777,credit_leak_risk,balanced
REP00035,Isaiah,Alvarez,Isaiah Alvarez,NovaWireless,General Support,Call Center,Customer Service Representative,False,37,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,low,0.1359,0.6717,0.6966,0.2696,533.36,0.7252,0.0252,0.0748,0.3364,0.6714,0.4042,1.0,0.3652,0.5679548415110723,0.34577876845918076,0.6732223903177004,0.543876325557558,0.39072494669509594,0.795419612665232,0.690189092902165,0.537281138581926,0.25495164033018736,discovery_gap,accountability_driven
REP00036,Alexis,Adams,Alexis Adams,NovaWireless,General Support,Call Center,Customer Service Representative,False,23,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,none_flagged,low,0.1359,0.6652,0.6257,0.2762,542.13,0.7594,0.0866,0.0871,0.2898,0.6484,0.3258,1.0,0.576,0.5538428137212331,0.3273892449150181,0.6111951588502269,0.4372696236536523,0.5149253731343284,0.8479864740239779,0.4013428336530557,0.6011950122122323,0.27599882354425065,discovery_gap,accountability_driven
REP00037,Clara,Harris,Clara Harris,NovaWireless,General Support,Call Center,Customer Service Representative,False,41,network_service,porting_transfer,tech_support,porting_support,network_service|porting_transfer|generalist,none_flagged,medium,0.1359,0.6214,0.7315,0.3104,529.46,0.6864,0.119,0.0779,0.3429,0.593,0.4588,0.7928,0.5777,0.45874945722970023,0.2320980774589022,0.6575895108421583,0.5382767224368102,0.3734008528784648,0.4655684789017833,0.39901342833653053,0.3668029953320528,0.5501230417775226,discovery_gap,balanced
REP00038,Ariana,Anderson,Ariana Anderson,NovaWireless,General Support,Call Center,Customer Service Representative,False,20,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,high,0.1359,0.6101,0.6377,0.3443,597.36,0.6351,0.0373,0.1552,0.445,0.5585,0.5988,0.7528,0.585,0.4342162396873642,0.1376427974366119,0.2677760968229955,0.39430553629973386,0.10127931769722809,0.33455334596642944,0.3890106878596876,0.4450523511299414,0.7015775801743978,discovery_gap|escalation_prone|credit_leak_risk,balanced
REP00039,Mason,Garcia,Mason Garcia,NovaWireless,General Support,Call Center,Customer Service Representative,False,18,fraud_unwanted_calls,device_support,fraud_unwanted_calls,device_support,fraud_unwanted_calls|device_support|generalist,none_flagged,low,0.1359,0.6213,0.6572,0.2387,544.26,0.6793,0.0598,0.1831,0.2467,0.6436,0.3224,0.9689,0.4672,0.4585323491098566,0.4318751741432154,0.1270801815431165,0.433843540463381,0.6297974413646055,0.6843111875703676,0.5504247739106605,0.549528614878656,0.25276395146101066,escalation_prone,balanced
REP00040,Samuel,Gomez,Samuel Gomez,NovaWireless,General Support,Call Center,Customer Service Representative,False,45,network_service,device_support,tech_support,device_support,network_service|device_support|generalist,none_flagged,medium,0.1359,0.6428,0.6814,0.25,545.82,0.6571,0.0736,0.0503,0.3058,0.5945,0.4601,0.832,0.8582,0.5052105948762484,0.400390080802452,0.7967725668179526,0.4911618826669925,0.47228144989339016,0.4716546709982888,0.0146615511098932,0.4394725439933195,0.635843544606726,reactive_under_stress,deescalation_strong
REP00041,Maya,Ortiz,Maya Ortiz,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,porting_transfer,fraud_unwanted_calls,porting_support,fraud_unwanted_calls,porting_transfer|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5824,0.5676,0.2943,546.23,0.6798,0.042,0.0819,0.35,0.563,0.5056,0.8428,0.4482,0.37407729049066435,0.2769573697408748,0.6374180534543621,0.26580865366993206,0.3544776119402986,0.5206300480067273,0.5764593039188819,0.5504521793659175,0.49692882834620866,discovery_gap,balanced
REP00042,Alexander,Stewart,Alexander Stewart,NovaWireless,General Support,Call Center,Customer Service Representative,False,43,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,medium,0.1359,0.5628,0.755,0.2441,489.12,0.6598,0.0924,0.1252,0.407,0.7271,0.4459,0.9695,0.6076,0.33152409900130253,0.4168292003343549,0.41906202723146746,0.5076603926626844,0.2025586353944563,0.6551213269529624,0.35804329953411895,0.5415847680868048,0.41335619054062606,policy_confusion|credit_leak_risk,balanced
REP00043,Ella,Turner,Ella Turner,NovaWireless,General Support,Call Center,Customer Service Representative,False,39,device_support,network_service,device_support,tech_support,device_support|network_service|generalist,none_flagged,low,0.1359,0.6708,0.7103,0.1951,511.0,0.7165,0.1067,0.1136,0.253,0.6621,0.3279,0.9611,0.4094,0.5660008684324792,0.5533574811925328,0.47755925365607665,0.5621355086335382,0.6130063965884861,0.7313170331435161,0.629624554672513,0.5036353005439658,0.2397098140776825,none,balanced
REP00044,Jeremiah,Wilson,Jeremiah Wilson,NovaWireless,General Support,Call Center,Customer Service Representative,False,29,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.7055,0.7025,0.2909,505.83,0.7686,0.01,0.0856,0.225,0.6932,0.3483,0.9968,0.4589,0.6413373860182371,0.2864307606575648,0.6187594553706506,0.5888517876454566,0.687633262260128,0.8579540798662476,0.5617977528089888,0.56277445107175,0.2491947120433832,discovery_gap,accountability_driven
REP00045,Jace,Taylor,Jace Taylor,NovaWireless,General Support,Call Center,Customer Service Representative,False,25,general_support,network_service,general_support,tech_support,general_support|network_service|generalist,none_flagged,medium,0.1359,0.5878,0.6237,0.3024,599.23,0.7063,0.1037,0.1766,0.3283,0.5678,0.5496,0.8588,0.537,0.3858011289622231,0.2543884090275843,0.15985879979828543,0.3504405813303113,0.4123134328358209,0.5822276167050007,0.45478213209098384,0.479119419159477,0.55773250176125,discovery_gap|escalation_prone,balanced
REP00046,Jason,Diaz,Jason Diaz,NovaWireless,General Support,Call Center,Customer Service Representative,False,28,billing_resolution,fraud_unwanted_calls,billing_support,fraud_unwanted_calls,billing_resolution|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.5015,0.7215,0.2376,531.47,0.6167,0.0743,0.01,0.3942,0.5543,0.4461,0.8986,0.5366,0.19843682153712533,0.43494009473390915,1.0,0.39407940487134285,0.2366737739872068,0.4964126048087548,0.45533022745957796,0.3208811812923236,0.43981478447393446,policy_confusion|credit_leak_risk,deescalation_strong
REP00047,Isaiah,Peterson,Isaiah Peterson,NovaWireless,General Support,Call Center,Customer Service Representative,False,36,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,0.6401,0.8186,0.2113,529.6,0.7286,0.1233,0.1474,0.2677,0.7571,0.2777,1.0,0.4099,0.4993486756404689,0.5082195597659516,0.3071104387291982,0.6808734391962523,0.5738272921108742,0.800645557946511,0.6289394354617703,0.4987668112363155,0.16746879697653164,escalation_prone,accountability_driven
REP00048,Diana,Allen,Diana Allen,NovaWireless,General Support,Call Center,Customer Service Representative,False,35,billing_resolution,network_service,billing_support,tech_support,billing_resolution|network_service|generalist,none_flagged,low,0.1359,0.7146,0.7642,0.1858,517.45,0.6426,0.0777,0.0795,0.2012,0.7431,0.3154,1.0,0.6037,0.6610942249240122,0.5792699916411257,0.6495209278870397,0.6853631753656848,0.7510660980810235,0.6684598831847525,0.3633872293779118,0.5534578757390234,0.2786825759565009,none,balanced
REP00049,Carlos,Sanchez,Carlos Sanchez,NovaWireless,General Support,Call Center,Customer Service Representative,False,27,network_service,fraud_unwanted_calls,tech_support,fraud_unwanted_calls,network_service|fraud_unwanted_calls|generalist,none_flagged,medium,0.1359,0.671,0.8676,0.126,494.59,0.6937,0.0533,0.0661,0.4224,0.7494,0.4111,0.9194,0.6039,0.5664350846721667,0.7458902201170242,0.7170953101361573,0.7832175423360834,0.16151385927505324,0.6418906122689845,0.36311318169361473,0.41803532692903617,0.4219157649149157,credit_leak_risk,balanced
REP00050,Emma,Roberts,Emma Roberts,NovaWireless,General Support,Call Center,Customer Service Representative,False,38,billing_resolution,porting_transfer,billing_support,porting_support,billing_resolution|porting_transfer|generalist,none_flagged,low,0.1359,0.8707,0.6978,0.182,495.05,0.7621,0.1126,0.099,0.1186,0.7183,0.306,0.8992,0.3339,1.0,0.5898578991362496,0.551185073121533,0.7615838247683235,0.9712153518123667,0.7206810903333724,0.733077555494656,0.6082643314138891,0.2387826087714865,none,policy_expert
REP00051,Jaden,Rivera,Jaden Rivera,NovaWireless,General Support,Call Center,Customer Service Representative,False,32,billing_resolution,device_support,billing_support,device_support,billing_resolution|device_support|generalist,none_flagged,low,0.1359,0.7354,0.6953,0.2735,526.93,0.6732,0.0673,0.0432,0.4062,0.7481,0.3384,0.8794,0.349,0.7062527138514981,0.3349122318194483,0.832576903681291,0.6111999317642776,0.20469083155650314,0.5582163954110976,0.7123869553302276,0.6579474973647561,0.287595717278591,discovery_gap|speed_over_accuracy|credit_leak_risk,deescalation_strong
